President,mmddyy,DayInTerm,YRinTerm,DecYR,Democrat,Approve,Disapprove,No.Opinion,GDPpercap (chained 2005),% GDP Change,Disposable personal income percap (2005 chained),% RDI Change,Casualties,cas+5
W Bush,10/28/2005,1742,4.7726027,2005.8219,0,39,58,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/25/2005,1739,4.7643836,2005.8137,0,41,51,8,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/24/2005,1738,4.7616438,2005.811,0,41,56,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/21/2005,1735,4.7534247,2005.8027,0,42,55,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/19/2005,1733,4.7479452,2005.7973,0,42,55,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/18/2005,1732,4.7452055,2005.7945,0,38,55,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/15/2005,1729,4.7369863,2005.7863,0,42,55,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/14/2005,1728,4.7342466,2005.7836,0,40,52,8,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/13/2005,1727,4.7315068,2005.7808,0,39,58,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/12/2005,1726,4.7287671,2005.7781,0,41,53,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/11/2005,1725,4.7260274,2005.7753,0,40,51,9,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/9/2005,1723,4.7205479,2005.7699,0,44,54,2,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/8/2005,1722,4.7178082,2005.7671,0,39,54,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/6/2005,1720,4.7123288,2005.7616,0,38,56,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/5/2005,1719,4.709589,2005.7589,0,43,54,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,10/3/2005,1717,4.7041096,2005.7534,0,37,58,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/29/2005,1713,4.6931507,2005.7425,0,40,53,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/27/2005,1711,4.6876712,2005.737,0,45,47,8,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/26/2005,1710,4.6849315,2005.7342,0,45,50,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/19/2005,1703,4.6657534,2005.7151,0,44,54,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/18/2005,1702,4.6630137,2005.7123,0,37,57,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/16/2005,1700,4.6575342,2005.7068,0,40,58,2,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/14/2005,1698,4.6520548,2005.7014,0,45,52,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/13/2005,1697,4.6493151,2005.6986,0,41,51,8,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/12/2005,1696,4.6465753,2005.6959,0,45,52,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/9/2005,1693,4.6383562,2005.6877,0,41,53,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/9/2005,1693,4.6383562,2005.6877,0,40,55,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/8/2005,1692,4.6356164,2005.6849,0,38,55,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/8/2005,1692,4.6356164,2005.6849,0,40,52,8,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/8/2005,1692,4.6356164,2005.6849,0,42,57,1,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/8/2005,1692,4.6356164,2005.6849,0,46,51,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/7/2005,1691,4.6328767,2005.6822,0,42,52,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/6/2005,1690,4.630137,2005.6795,0,40,52,8,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,9/6/2005,1690,4.630137,2005.6795,0,42,52,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,8/31/2005,1684,4.6136986,2005.663,0,42,54,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,8/30/2005,1683,4.6109589,2005.6603,0,45,50,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,8/29/2005,1682,4.6082192,2005.6575,0,41,51,8,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,8/28/2005,1681,4.6054795,2005.6548,0,45,52,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,8/25/2005,1678,4.5972603,2005.6466,0,45,53,2,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,8/18/2005,1671,4.5780822,2005.6274,0,36,58,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,8/9/2005,1662,4.5534247,2005.6027,0,40,58,2,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,8/8/2005,1661,4.5506849,2005.6,0,45,51,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,8/5/2005,1658,4.5424658,2005.5918,0,45,51,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,8/3/2005,1656,4.5369863,2005.5863,0,50,46,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,8/2/2005,1655,4.5342466,2005.5836,0,42,51,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/29/2005,1651,4.5232877,2005.5726,0,45,46,9,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/26/2005,1648,4.5150685,2005.5644,0,47,44,9,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/25/2005,1647,4.5123288,2005.5616,0,44,51,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/23/2005,1645,4.5068493,2005.5562,0,48,49,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/22/2005,1644,4.5041096,2005.5534,0,49,48,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/21/2005,1643,4.5013699,2005.5507,0,41,53,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/19/2005,1641,4.4958904,2005.5452,0,45,51,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/7/2005,1629,4.4630137,2005.5123,0,45,47,8,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/13/2005,1635,4.4794521,2005.5288,0,44,48,9,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/13/2005,1635,4.4794521,2005.5288,0,45,50,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/12/2005,1634,4.4767123,2005.526,0,47,47,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/11/2005,1633,4.4739726,2005.5233,0,49,48,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/8/2005,1630,4.4657534,2005.5151,0,46,49,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/7/2005,1629,4.4630137,2005.5123,0,49,48,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,7/7/2005,1629,4.4630137,2005.5123,0,47,46,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/29/2005,1621,4.4410959,2005.4904,0,46,51,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/24/2005,1616,4.4273973,2005.4767,0,45,53,2,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/23/2005,1615,4.4246575,2005.474,0,48,51,1,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/20/2005,1612,4.4164384,2005.4658,0,48,50,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/20/2005,1612,4.4164384,2005.4658,0,48,50,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/19/2005,1611,4.4136986,2005.463,0,42,53,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/16/2005,1608,4.4054795,2005.4548,0,47,51,2,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/14/2005,1606,4.4,2005.4493,0,48,43,9,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/10/2005,1602,4.3890411,2005.4384,0,42,51,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/8/2005,1600,4.3835616,2005.4329,0,42,49,10,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/7/2005,1599,4.3808219,2005.4301,0,41,52,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/6/2005,1598,4.3780822,2005.4274,0,47,49,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,6/2/2005,1594,4.3671233,2005.4164,0,48,52,1,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,5/23/2005,1584,4.339726,2005.389,0,48,47,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,5/20/2005,1581,4.3315068,2005.3808,0,46,48,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,5/20/2005,1581,4.3315068,2005.3808,0,46,50,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,5/18/2005,1579,4.3260274,2005.3753,0,44,50,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,5/17/2005,1578,4.3232877,2005.3726,0,49,50,2,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,5/16/2005,1577,4.3205479,2005.3699,0,45,52,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,5/15/2005,1576,4.3178082,2005.3671,0,43,51,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,5/12/2005,1573,4.309589,2005.3589,0,47,47,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,5/11/2005,1572,4.3068493,2005.3562,0,43,53,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,5/10/2005,1571,4.3041096,2005.3534,0,46,47,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,4/29/2005,1560,4.2739726,2005.3233,0,48,49,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,4/25/2005,1556,4.2630137,2005.3123,0,47,43,10,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,4/21/2005,1552,4.2520548,2005.3014,0,47,50,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,4/18/2005,1549,4.2438356,2005.2932,0,48,49,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,4/18/2005,1549,4.2438356,2005.2932,0,47,49,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,4/13/2005,1544,4.230137,2005.2795,0,48,49,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,4/13/2005,1544,4.230137,2005.2795,0,44,51,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,4/12/2005,1543,4.2273973,2005.2767,0,48,49,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,4/4/2005,1535,4.2054795,2005.2548,0,50,45,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,4/2/2005,1533,4.2,2005.2493,0,50,45,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,4/1/2005,1532,4.1972603,2005.2466,0,48,48,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/31/2005,1531,4.1945205,2005.2438,0,48,46,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/29/2005,1529,4.1890411,2005.2384,0,49,46,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/22/2005,1522,4.169863,2005.2192,0,48,46,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/21/2005,1521,4.1671233,2005.2164,0,45,49,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/21/2005,1521,4.1671233,2005.2164,0,43,48,9,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/9/2005,1509,4.1342466,2005.1836,0,45,45,10,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/18/2005,1518,4.1589041,2005.2082,0,52,44,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/17/2005,1517,4.1561644,2005.2055,0,49,46,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/17/2005,1517,4.1561644,2005.2055,0,45,46,9,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/17/2005,1517,4.1561644,2005.2055,0,45,48,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/15/2005,1515,4.1506849,2005.2,0,51,47,1,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/14/2005,1514,4.1479452,2005.1973,0,47,48,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/13/2005,1513,4.1452055,2005.1945,0,52,46,2,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/10/2005,1510,4.1369863,2005.1863,0,50,48,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/7/2005,1507,4.1287671,2005.1781,0,53,44,9,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/7/2005,1507,4.1287671,2005.1781,0,52,44,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/2/2005,1502,4.1150685,2005.1644,0,45,48,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,3/1/2005,1501,4.1123288,2005.1616,0,52,39,9,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,2/25/2005,1497,4.1013699,2005.1507,0,52,45,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,2/24/2005,1496,4.0986301,2005.1479,0,49,44,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,2/21/2005,1493,4.090411,2005.1397,0,52,45,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,2/16/2005,1488,4.0767123,2005.126,0,46,47,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,2/14/2005,1486,4.0712329,2005.1205,0,51,45,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,2/13/2005,1485,4.0684932,2005.1178,0,52,46,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,2/12/2005,1484,4.0657534,2005.1151,0,49,47,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,2/8/2005,1480,4.0547945,2005.1041,0,51,43,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,2/8/2005,1480,4.0547945,2005.1041,0,48,51,1,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,2/7/2005,1479,4.0520548,2005.1014,0,49,48,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,2/3/2005,1475,4.0410959,2005.0904,0,50,42,8,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,2/2/2005,1474,4.0383562,2005.0877,0,57,40,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/26/2005,1467,4.0191781,2005.0685,0,49,45,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/25/2005,1466,4.0164384,2005.0658,0,48,45,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/25/2005,1466,4.0164384,2005.0658,0,50,40,10,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/22/2005,1463,4.0082192,2005.0575,0,53,44,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/16/2005,1457,3.9917808,2005.0411,0,51,47,2,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/15/2005,1456,3.9890411,2005.0384,0,50,46,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/14/2005,1455,3.9863014,2005.0356,0,49,46,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/14/2005,1455,3.9863014,2005.0356,0,51,44,5,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/14/2005,1455,3.9863014,2005.0356,0,52,46,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/14/2005,1455,3.9863014,2005.0356,0,51,46,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/13/2005,1454,3.9835616,2005.0329,0,50,44,6,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/12/2005,1453,3.9808219,2005.0301,0,52,46,2,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/12/2005,1453,3.9808219,2005.0301,0,53,43,3,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/11/2005,1452,3.9780822,2005.0274,0,52,41,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/7/2005,1448,3.9671233,2005.0164,0,52,44,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/5/2005,1446,3.9616438,2005.011,0,50,43,7,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,1/3/2005,1444,3.9561644,2005.0055,0,52,44,4,42510.27144,2.0699146,31343,0.4229278,739,744
W Bush,12/29/2004,1439,3.9424658,2004.9918,0,50,48,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,12/17/2004,1427,3.909589,2004.959,0,50,45,5,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,12/17/2004,1427,3.909589,2004.959,0,49,46,5,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,12/16/2004,1426,3.9068493,2004.9563,0,48,50,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,12/14/2004,1424,3.9013699,2004.9508,0,48,45,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,12/13/2004,1423,3.8986301,2004.9481,0,49,43,8,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,12/9/2004,1419,3.8876712,2004.9372,0,49,44,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,12/7/2004,1417,3.8821918,2004.9317,0,47,48,5,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,12/5/2004,1415,3.8767123,2004.9262,0,53,44,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,12/2/2004,1412,3.8684932,2004.918,0,49,44,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,12/1/2004,1411,3.8657534,2004.9153,0,48,44,8,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,11/19/2004,1399,3.8328767,2004.8825,0,55,42,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,11/18/2004,1398,3.830137,2004.8798,0,51,44,5,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,11/16/2004,1396,3.8246575,2004.8743,0,53,40,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,11/14/2004,1394,3.8191781,2004.8689,0,51,43,6,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,11/9/2004,1389,3.8054795,2004.8552,0,50,49,1,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,11/7/2004,1387,3.8,2004.8497,0,53,44,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,11/2/2004,1382,3.7863014,2004.8361,0,52,45,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,11/2/2004,1382,3.7863014,2004.8361,0,51,47,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,11/2/2004,1382,3.7863014,2004.8361,0,53,47,NA,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,11/1/2004,1381,3.7835616,2004.8333,0,49,49,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/31/2004,1380,3.7808219,2004.8306,0,52,45,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/30/2004,1379,3.7780822,2004.8279,0,47,46,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/29/2004,1378,3.7753425,2004.8251,0,49,48,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/29/2004,1378,3.7753425,2004.8251,0,49,49,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/29/2004,1378,3.7753425,2004.8251,0,51,46,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/28/2004,1377,3.7726027,2004.8224,0,49,44,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/27/2004,1376,3.769863,2004.8197,0,53,45,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/27/2004,1376,3.769863,2004.8197,0,46,47,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/27/2004,1376,3.769863,2004.8197,0,49,46,5,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/26/2004,1375,3.7671233,2004.8169,0,50,48,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/25/2004,1374,3.7643836,2004.8142,0,53,45,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/24/2004,1373,3.7616438,2004.8115,0,48,50,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/22/2004,1371,3.7561644,2004.806,0,51,46,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/21/2004,1370,3.7534247,2004.8033,0,49,49,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/21/2004,1370,3.7534247,2004.8033,0,46,47,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/20/2004,1369,3.7506849,2004.8005,0,48,50,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/19/2004,1368,3.7479452,2004.7978,0,53,44,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/18/2004,1367,3.7452055,2004.7951,0,52,45,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/17/2004,1366,3.7424658,2004.7923,0,50,46,4,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/17/2004,1366,3.7424658,2004.7923,0,49,48,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/17/2004,1366,3.7424658,2004.7923,0,49,48,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/17/2004,1366,3.7424658,2004.7923,0,49,44,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/17/2004,1366,3.7424658,2004.7923,0,47,51,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/16/2004,1365,3.739726,2004.7896,0,49,47,4,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/15/2004,1364,3.7369863,2004.7869,0,44,48,8,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/14/2004,1363,3.7342466,2004.7842,0,51,49,NA,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/14/2004,1363,3.7342466,2004.7842,0,53,46,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/14/2004,1363,3.7342466,2004.7842,0,51,47,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/14/2004,1363,3.7342466,2004.7842,0,49,50,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/14/2004,1363,3.7342466,2004.7842,0,49,49,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/14/2004,1363,3.7342466,2004.7842,0,47,46,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/14/2004,1363,3.7342466,2004.7842,0,44,48,8,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/11/2004,1360,3.7260274,2004.776,0,47,46,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/10/2004,1359,3.7232877,2004.7732,0,52,45,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/6/2004,1355,3.7123288,2004.7623,0,51,38,11,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/4/2004,1353,3.7068493,2004.7568,0,46,53,1,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/3/2004,1352,3.7041096,2004.7541,0,49,50,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/3/2004,1352,3.7041096,2004.7541,0,53,43,4,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/2/2004,1351,3.7013699,2004.7514,0,50,48,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/1/2004,1350,3.6986301,2004.7486,0,47,43,10,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/1/2004,1350,3.6986301,2004.7486,0,50,48,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,10/1/2004,1350,3.6986301,2004.7486,0,53,45,1,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/30/2004,1349,3.6958904,2004.7459,0,46,48,6,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/30/2004,1349,3.6958904,2004.7459,0,52,48,NA,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/27/2004,1346,3.6876712,2004.7377,0,52,43,4,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/26/2004,1345,3.6849315,2004.735,0,49,49,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/25/2004,1344,3.6821918,2004.7322,0,52,47,1,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/24/2004,1343,3.6794521,2004.7295,0,54,44,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/23/2004,1342,3.6767123,2004.7268,0,51,45,5,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/21/2004,1340,3.6712329,2004.7213,0,53,43,4,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/21/2004,1340,3.6712329,2004.7213,0,50,45,5,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/20/2004,1339,3.6684932,2004.7186,0,53,45,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/20/2004,1339,3.6684932,2004.7186,0,48,44,8,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/19/2004,1338,3.6657534,2004.7158,0,49,47,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/17/2004,1336,3.660274,2004.7104,0,47,48,5,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/13/2004,1332,3.6493151,2004.6995,0,52,45,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/12/2004,1331,3.6465753,2004.6967,0,53,45,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/12/2004,1331,3.6465753,2004.6967,0,50,42,8,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/12/2004,1331,3.6465753,2004.6967,0,51,48,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/11/2004,1330,3.6438356,2004.694,0,50,46,4,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/9/2004,1328,3.6383562,2004.6885,0,48,44,8,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/8/2004,1327,3.6356164,2004.6858,0,50,43,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/7/2004,1326,3.6328767,2004.6831,0,56,41,3,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/7/2004,1326,3.6328767,2004.6831,0,49,44,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/7/2004,1326,3.6328767,2004.6831,0,45,47,8,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/6/2004,1325,3.630137,2004.6803,0,51,47,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/6/2004,1325,3.630137,2004.6803,0,52,43,5,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/3/2004,1322,3.6219178,2004.6721,0,52,46,2,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,9/2/2004,1321,3.6191781,2004.6694,0,52,41,7,41648.18946,2.4945039,31211,2.4890815,735,740
W Bush,8/31/2004,1319,3.6136986,2004.6639,0,55,42,3,41648.18946,2.4945039,31211,2.4890815,735,740
